"INDICATOR","HFA_221"

"HFA_221","Bronchitis/emphysema/asthma, all ages, per 100 000, by sex (age-standardized death rate)"

"UNIT_TYPE","Unit"
"DTH_100K","deaths per 100 000"

"EXTERNID","ID in the originating data source"

"DATA_SOURCE","Data source"
"HFA","European Health for All database"

"DATA_TYPE_REPRESENTATION","Data type representation"
"RATE","Rate"

"DATA_SET","Data set"
"HFA","European Health for All database (WHO)"

"DATA_MASK","Mask for controlling the output format of values"

"SEX","Sex"
"FEMALE","Female"
"MALE","Male"
"ALL","All"

"COUNTRY","COUNTRY_GRP","SEX","YEAR","VALUE"
"","EU_MEMBERS","ALL","2016","3.06"
"","EU_MEMBERS","ALL","2017","3.12"
"","EU_MEMBERS","ALL","2018","3.19"
"","EU_MEMBERS","ALL","2019","3.11"
"","EU_MEMBERS","ALL","2020","2.92"
"","EU_MEMBERS","ALL","2021","2.86"
"FIN","","ALL","1969","10.48"
"FIN","","ALL","1970","8.27"
"FIN","","ALL","1971","8.1"
"FIN","","ALL","1972","6.88"
"FIN","","ALL","1973","7.46"
"FIN","","ALL","1974","7.13"
"FIN","","ALL","1975","7.34"
"FIN","","ALL","1976","6.81"
"FIN","","ALL","1977","6.37"
"FIN","","ALL","1978","5.75"
"FIN","","ALL","1979","5.46"
"FIN","","ALL","1980","6.11"
"FIN","","ALL","1981","5.59"
"FIN","","ALL","1982","5.19"
"FIN","","ALL","1983","6.24"
"FIN","","ALL","1984","5.01"
"FIN","","ALL","1985","5.39"
"FIN","","ALL","1986","4.95"
"FIN","","ALL","1987","4.91"
"FIN","","ALL","1988","3.99"
"FIN","","ALL","1989","4.3"
"FIN","","ALL","1990","3.39"
"FIN","","ALL","1991","3.51"
"FIN","","ALL","1992","3.25"
"FIN","","ALL","1993","3.22"
"FIN","","ALL","1994","2.72"
"FIN","","ALL","1995","3.07"
"FIN","","ALL","1996","3.11"
"FIN","","ALL","1997","3.24"
"FIN","","ALL","1998","3.43"
"FIN","","ALL","1999","2.98"
"FIN","","ALL","2000","3.05"
"FIN","","ALL","2001","2.62"
"FIN","","ALL","2002","2.92"
"FIN","","ALL","2003","2.71"
"FIN","","ALL","2004","2.63"
"FIN","","ALL","2005","2.71"
"FIN","","ALL","2006","2.71"
"FIN","","ALL","2007","2.36"
"FIN","","ALL","2008","2.45"
"FIN","","ALL","2009","2.75"
"FIN","","ALL","2010","2.32"
"FIN","","ALL","2011","2.77"
"FIN","","ALL","2012","2.3"
"FIN","","ALL","2013","2.34"
"FIN","","ALL","2014","2.05"
"FIN","","ALL","2016","2.3"
"FIN","","ALL","2017","2.08"
"FIN","","ALL","2018","2.05"
"FIN","","ALL","2019","1.98"
"FIN","","ALL","2020","1.75"
"FIN","","ALL","2021","1.44"
"FRA","","ALL","1968","2.68"
"FRA","","ALL","1969","2.74"
"FRA","","ALL","1970","2.25"
"FRA","","ALL","1971","2.38"
"FRA","","ALL","1972","2.68"
"FRA","","ALL","1973","2.64"
"FRA","","ALL","1974","2.67"
"FRA","","ALL","1975","2.63"
"FRA","","ALL","1976","2.72"
"FRA","","ALL","1977","2.46"
"FRA","","ALL","1978","2.49"
"FRA","","ALL","1979","2.07"
"FRA","","ALL","1980","2.24"
"FRA","","ALL","1981","2.24"
"FRA","","ALL","1982","2.09"
"FRA","","ALL","1983","2.15"
"FRA","","ALL","1984","2.34"
"FRA","","ALL","1985","2.8"
"FRA","","ALL","1986","2.9"
"FRA","","ALL","1987","2.58"
"FRA","","ALL","1988","2.42"
"FRA","","ALL","1989","2.24"
"FRA","","ALL","1990","1.88"
"FRA","","ALL","1991","2.05"
"FRA","","ALL","1992","2.03"
"FRA","","ALL","1993","1.9"
"FRA","","ALL","1994","1.7"
"FRA","","ALL","1995","2.02"
"FRA","","ALL","1996","1.88"
"FRA","","ALL","1997","1.81"
"FRA","","ALL","1998","1.81"
"FRA","","ALL","1999","1.68"
"FRA","","ALL","2000","2.06"
"FRA","","ALL","2001","1.96"
"FRA","","ALL","2002","1.86"
"FRA","","ALL","2003","1.73"
"FRA","","ALL","2004","1.63"
"FRA","","ALL","2005","1.65"
"FRA","","ALL","2006","1.53"
"FRA","","ALL","2007","1.58"
"FRA","","ALL","2008","1.55"
"FRA","","ALL","2009","1.57"
"FRA","","ALL","2010","1.6"
"FRA","","ALL","2011","1.66"
"FRA","","ALL","2012","1.57"
"FRA","","ALL","2013","1.68"
"FRA","","ALL","2014","1.56"
"FRA","","ALL","2017","1.66"
"FRA","","ALL","2018","1.96"
"GBR","","ALL","1968","18.62"
"GBR","","ALL","1969","19.66"
"GBR","","ALL","1970","16.56"
"GBR","","ALL","1971","15.18"
"GBR","","ALL","1972","15.69"
"GBR","","ALL","1973","14.08"
"GBR","","ALL","1974","13.12"
"GBR","","ALL","1975","12.19"
"GBR","","ALL","1976","11.69"
"GBR","","ALL","1977","10.45"
"GBR","","ALL","1978","10.74"
"GBR","","ALL","1979","9.8"
"GBR","","ALL","1980","8.65"
"GBR","","ALL","1981","7.73"
"GBR","","ALL","1982","7.59"
"GBR","","ALL","1983","6.93"
"GBR","","ALL","1984","6.16"
"GBR","","ALL","1985","6.54"
"GBR","","ALL","1986","5.53"
"GBR","","ALL","1987","4.89"
"GBR","","ALL","1988","4.75"
"GBR","","ALL","1989","4.35"
"GBR","","ALL","1990","3.7"
"GBR","","ALL","1991","3.59"
"GBR","","ALL","1992","3.12"
"GBR","","ALL","1993","2.85"
"GBR","","ALL","1994","2.62"
"GBR","","ALL","1995","2.61"
"GBR","","ALL","1996","2.25"
"GBR","","ALL","1997","2.37"
"GBR","","ALL","1998","2.11"
"GBR","","ALL","1999","2.11"
"GBR","","ALL","2000","8.77"
"GBR","","ALL","2001","5.71"
"GBR","","ALL","2002","5.61"
"GBR","","ALL","2003","6.06"
"GBR","","ALL","2004","5.43"
"GBR","","ALL","2005","5.3"
"GBR","","ALL","2006","5.2"
"GBR","","ALL","2007","5.15"
"GBR","","ALL","2008","5.39"
"GBR","","ALL","2009","4.82"
"GBR","","ALL","2010","4.86"
"GBR","","ALL","2011","4.99"
"GBR","","ALL","2012","4.92"
"GBR","","ALL","2013","5.02"
"GBR","","ALL","2014","4.84"
"GBR","","ALL","2015","5.3"
"GBR","","ALL","2016","5.49"
"GBR","","ALL","2017","5.32"
"GBR","","ALL","2018","5.53"
"GBR","","ALL","2019","5.17"
"GBR","","ALL","2020","4.96"
"GEO","","ALL","1981","23.45"
"GEO","","ALL","1982","22.55"
"GEO","","ALL","1985","25.37"
"GEO","","ALL","1986","23.25"
"GEO","","ALL","1987","21.85"
"GEO","","ALL","1988","22.15"
"GEO","","ALL","1989","22.12"
"GEO","","ALL","1990","20.35"
"GEO","","ALL","1991","8.95"
"GEO","","ALL","1992","6.01"
"GEO","","ALL","1994","13.43"
"GEO","","ALL","1995","7.37"
"GEO","","ALL","1996","9.65"
"GEO","","ALL","1997","10.2"
"GEO","","ALL","1998","3.5"
"GEO","","ALL","1999","4.35"
"GEO","","ALL","2000","3.39"
"GEO","","ALL","2001","4.23"
"GEO","","ALL","2004","5.34"
"GEO","","ALL","2005","1.1"
"GEO","","ALL","2006","0.32"
"GEO","","ALL","2007","0.27"
"GEO","","ALL","2009","0.8"
"GEO","","ALL","2010","0.23"
"GEO","","ALL","2011","1.51"
"GEO","","ALL","2012","1.61"
"GEO","","ALL","2013","1.6"
"GEO","","ALL","2014","1.8"
"GEO","","ALL","2015","1.59"
"GEO","","ALL","2016","1.72"
"GEO","","ALL","2017","1.82"
"GEO","","ALL","2018","2.13"
"GEO","","ALL","2019","2.84"
"GEO","","ALL","2020","2.31"
"GEO","","ALL","2021","1.92"
"GRC","","ALL","1968","5.02"
"GRC","","ALL","1969","5.85"
"GRC","","ALL","1970","4.91"
"GRC","","ALL","1971","4.19"
"GRC","","ALL","1972","4.38"
"GRC","","ALL","1973","4.73"
"GRC","","ALL","1974","3.98"
"GRC","","ALL","1975","4.37"
"GRC","","ALL","1976","3.58"
"GRC","","ALL","1977","3.8"
"GRC","","ALL","1978","3.01"
"GRC","","ALL","1979","2.76"
"GRC","","ALL","1980","2.64"
"GRC","","ALL","1981","2.13"
"GRC","","ALL","1982","1.79"
"GRC","","ALL","1983","2.03"
"GRC","","ALL","1984","1.37"
"GRC","","ALL","1985","1.16"
"GRC","","ALL","1986","0.66"
"GRC","","ALL","1987","0.8"
"GRC","","ALL","1988","0.45"
"GRC","","ALL","1989","0.43"
"GRC","","ALL","1990","0.44"
"GRC","","ALL","1991","0.25"
"GRC","","ALL","1992","0.35"
"GRC","","ALL","1993","0.34"
"GRC","","ALL","1994","0.25"
"GRC","","ALL","1995","0.49"
"GRC","","ALL","1996","0.25"
"GRC","","ALL","1997","0.23"
"GRC","","ALL","1998","0.21"
"GRC","","ALL","1999","0.23"
"GRC","","ALL","2000","0.14"
"GRC","","ALL","2001","0.16"
"GRC","","ALL","2002","0.2"
"GRC","","ALL","2003","0.14"
"GRC","","ALL","2004","0.17"
"GRC","","ALL","2005","0.13"
"GRC","","ALL","2006","0.03"
"GRC","","ALL","2007","0.05"
"GRC","","ALL","2008","0.03"
"GRC","","ALL","2009","0.04"
"GRC","","ALL","2010","0.07"
"GRC","","ALL","2011","0.06"
"GRC","","ALL","2012","0.12"
"GRC","","ALL","2014","1.29"
"GRC","","ALL","2015","1.82"
"GRC","","ALL","2016","1.25"
"GRC","","ALL","2017","1.48"
"GRC","","ALL","2018","1.37"
"GRC","","ALL","2019","1.38"
"GRC","","ALL","2020","1.33"
"HRV","","ALL","1985","6.44"
"HRV","","ALL","1986","4.73"
"HRV","","ALL","1987","4.42"
"HRV","","ALL","1988","3.57"
"HRV","","ALL","1989","3.72"
"HRV","","ALL","1990","3.82"
"HRV","","ALL","1991","3.9"
"HRV","","ALL","1992","2.93"
"HRV","","ALL","1993","3.29"
"HRV","","ALL","1994","2.58"
"HRV","","ALL","1995","3.75"
"HRV","","ALL","1996","3.21"
"HRV","","ALL","1997","3.45"
"HRV","","ALL","1998","3.25"
"HRV","","ALL","1999","4.03"
"HRV","","ALL","2000","3.14"
"HRV","","ALL","2001","3.48"
"HRV","","ALL","2002","2.62"
"HRV","","ALL","2003","3.05"
"HRV","","ALL","2004","2.69"
"HRV","","ALL","2005","3.27"
"HRV","","ALL","2006","2.62"
"HRV","","ALL","2007","3.07"
"HRV","","ALL","2008","2.54"
"HRV","","ALL","2009","3.24"
"HRV","","ALL","2010","3.08"
"HRV","","ALL","2011","3.28"
"HRV","","ALL","2012","3.33"
"HRV","","ALL","2013","3.71"
"HRV","","ALL","2014","3.32"
"HRV","","ALL","2015","3.57"
"HRV","","ALL","2016","3.13"
"HRV","","ALL","2017","2.85"
"HRV","","ALL","2019","3.62"
"HRV","","ALL","2020","2.87"
"HRV","","ALL","2021","3.01"
"HUN","","ALL","1969","7.13"
"HUN","","ALL","1970","6.18"
"HUN","","ALL","1971","6.44"
"HUN","","ALL","1972","5.89"
"HUN","","ALL","1973","6.37"
"HUN","","ALL","1974","6.34"
"HUN","","ALL","1975","8.28"
"HUN","","ALL","1976","8.37"
"HUN","","ALL","1977","9.25"
"HUN","","ALL","1978","9.86"
"HUN","","ALL","1979","11.08"
"HUN","","ALL","1980","13.75"
"HUN","","ALL","1981","12.05"
"HUN","","ALL","1982","11.29"
"HUN","","ALL","1983","12.56"
"HUN","","ALL","1984","12.53"
"HUN","","ALL","1985","12.46"
"HUN","","ALL","1986","11.13"
"HUN","","ALL","1987","10.2"
"HUN","","ALL","1988","9.68"
"HUN","","ALL","1989","11.08"
"HUN","","ALL","1990","11.48"
"HUN","","ALL","1991","11.55"
"HUN","","ALL","1992","11.88"
"HUN","","ALL","1993","12.21"
"HUN","","ALL","1994","11.36"
"HUN","","ALL","1995","10.74"
"HUN","","ALL","1996","10.38"
"HUN","","ALL","1997","9.9"
"HUN","","ALL","1998","9"
"HUN","","ALL","1999","10.93"
"HUN","","ALL","2000","9.21"
"HUN","","ALL","2001","7.99"
"HUN","","ALL","2002","8.48"
"HUN","","ALL","2003","9.79"
"HUN","","ALL","2004","9.18"
"HUN","","ALL","2005","11.95"
"HUN","","ALL","2006","12.53"
"HUN","","ALL","2007","12.7"
"HUN","","ALL","2008","11.45"
"HUN","","ALL","2009","11.04"
"HUN","","ALL","2010","11.57"
"HUN","","ALL","2011","12"
"HUN","","ALL","2012","10.6"
"HUN","","ALL","2013","11.47"
"HUN","","ALL","2014","11.74"
"HUN","","ALL","2015","11.63"
"HUN","","ALL","2016","12.76"
"HUN","","ALL","2017","14.06"
"HUN","","ALL","2018","13.79"
"HUN","","ALL","2019","14.21"
"IRL","","ALL","1968","23.82"
"IRL","","ALL","1969","23.92"
"IRL","","ALL","1970","23.8"
"IRL","","ALL","1971","18.49"
"IRL","","ALL","1972","21.31"
"IRL","","ALL","1973","19.59"
"IRL","","ALL","1974","16.49"
"IRL","","ALL","1975","14.13"
"IRL","","ALL","1976","17.02"
"IRL","","ALL","1977","14.69"
"IRL","","ALL","1978","15.68"
"IRL","","ALL","1979","9.25"
"IRL","","ALL","1980","8.84"
"IRL","","ALL","1981","7.78"
"IRL","","ALL","1982","7.26"
"IRL","","ALL","1983","7.18"
"IRL","","ALL","1984","5.51"
"IRL","","ALL","1985","6.31"
"IRL","","ALL","1986","6.66"
"IRL","","ALL","1987","4.72"
"IRL","","ALL","1988","5.69"
"IRL","","ALL","1989","4.71"
"IRL","","ALL","1990","4.68"
"IRL","","ALL","1991","3.28"
"IRL","","ALL","1992","3.81"
"IRL","","ALL","1993","2.96"
"IRL","","ALL","1994","2.47"
"IRL","","ALL","1995","2.46"
"IRL","","ALL","1996","2.77"
"IRL","","ALL","1997","2.19"
"IRL","","ALL","1998","2.24"
"IRL","","ALL","1999","2.43"
"IRL","","ALL","2000","1.77"
"IRL","","ALL","2001","1.47"
"IRL","","ALL","2002","1.07"
"IRL","","ALL","2003","1.38"
"IRL","","ALL","2004","1.08"
"IRL","","ALL","2005","1.01"
"IRL","","ALL","2006","0.95"
"IRL","","ALL","2007","3.4"
"IRL","","ALL","2008","2.75"
"IRL","","ALL","2009","2.99"
"IRL","","ALL","2011","2.92"
"IRL","","ALL","2012","2.72"
"IRL","","ALL","2013","3.22"
"IRL","","ALL","2015","2.61"
"IRL","","ALL","2018","2.64"
"ISL","","ALL","1971","3.49"
"ISL","","ALL","1972","3.07"
"ISL","","ALL","1973","6.18"
"ISL","","ALL","1974","4.14"
"ISL","","ALL","1975","1.5"
"ISL","","ALL","1976","2.97"
"ISL","","ALL","1977","4.27"
"ISL","","ALL","1978","2.1"
"ISL","","ALL","1979","4.57"
"ISL","","ALL","1980","2.72"
"ISL","","ALL","1981","3.35"
"ISL","","ALL","1982","1.28"
"ISL","","ALL","1983","1.95"
"ISL","","ALL","1984","1.88"
"ISL","","ALL","1985","3.51"
"ISL","","ALL","1986","2.18"
"ISL","","ALL","1987","1.9"
"ISL","","ALL","1988","3.51"
"ISL","","ALL","1989","1.15"
"ISL","","ALL","1990","5.78"
"ISL","","ALL","1991","1.6"
"ISL","","ALL","1992","2.15"
"ISL","","ALL","1993","1.87"
"ISL","","ALL","1994","3.42"
"ISL","","ALL","1995","0"
"ISL","","ALL","1996","1.33"
"ISL","","ALL","1997","3.59"
"ISL","","ALL","1998","2.91"
"ISL","","ALL","1999","4.49"
"ISL","","ALL","2000","3.9"
"ISL","","ALL","2001","1.92"
"ISL","","ALL","2002","2.16"
"ISL","","ALL","2003","1.52"
"ISL","","ALL","2004","2.7"
"ISL","","ALL","2005","2.78"
"ISL","","ALL","2006","2.12"
"ISL","","ALL","2007","2"
"ISL","","ALL","2008","1.17"
"ISL","","ALL","2009","3.01"
"ISL","","ALL","2010","1.82"
"ISL","","ALL","2011","2.86"
"ISL","","ALL","2012","2.42"
"ISL","","ALL","2013","1.01"
"ISL","","ALL","2014","1.76"
"ISL","","ALL","2015","1.33"
"ISL","","ALL","2016","2.5"
"ISL","","ALL","2017","1.52"
"ISL","","ALL","2018","1.86"
"ISL","","ALL","2019","1.7"
"ISL","","ALL","2020","0.85"
"ISL","","ALL","2021","1.34"
"ISR","","ALL","1970","14.47"
"ISR","","ALL","1971","12.05"
"ISR","","ALL","1972","16.77"
"ISR","","ALL","1973","22.31"
"ISR","","ALL","1974","21.18"
"ISR","","ALL","1975","6.03"
"ISR","","ALL","1976","3.71"
"ISR","","ALL","1977","2.71"
"ISR","","ALL","1978","2.12"
"ISR","","ALL","1979","1.36"
"ISR","","ALL","1980","1.86"
"ISR","","ALL","1981","1.62"
"ISR","","ALL","1982","2.36"
"ISR","","ALL","1983","2.39"
"ISR","","ALL","1984","2"
"ISR","","ALL","1985","2.29"
"ISR","","ALL","1986","2.17"
"ISR","","ALL","1987","2.26"
"ISR","","ALL","1988","1.56"
"ISR","","ALL","1989","2.48"
"ISR","","ALL","1990","1.68"
"ISR","","ALL","1991","1.86"
"ISR","","ALL","1992","1.88"
"ISR","","ALL","1993","1.65"
"ISR","","ALL","1994","1.53"
"ISR","","ALL","1995","1.78"
"ISR","","ALL","1996","1.24"
"ISR","","ALL","1997","1.38"
"ISR","","ALL","1998","3.22"
"ISR","","ALL","1999","3.43"
"ISR","","ALL","2000","3.84"
"ISR","","ALL","2001","2.83"
"ISR","","ALL","2002","3.35"
"ISR","","ALL","2003","2.65"
"ISR","","ALL","2004","2.42"
"ISR","","ALL","2005","2.54"
"ISR","","ALL","2006","2.9"
"ISR","","ALL","2007","2.21"
"ISR","","ALL","2008","1.93"
"ISR","","ALL","2009","2.17"
"ISR","","ALL","2010","2.13"
"ISR","","ALL","2011","1.94"
"ISR","","ALL","2012","2.03"
"ISR","","ALL","2013","2.19"
"ISR","","ALL","2014","2.27"
"ISR","","ALL","2015","2.06"
"ISR","","ALL","2016","2.38"
"ISR","","ALL","2017","2.56"
"ISR","","ALL","2018","2.16"
"ISR","","ALL","2019","2.36"
"ISR","","ALL","2020","2.36"
"ISR","","ALL","2021","2.06"
"ITA","","ALL","1968","10.71"
"ITA","","ALL","1969","12.1"
"ITA","","ALL","1970","8.69"
"ITA","","ALL","1971","7.77"
"ITA","","ALL","1972","7.55"
"ITA","","ALL","1973","7.75"
"ITA","","ALL","1974","7.18"
"ITA","","ALL","1975","7.62"
"ITA","","ALL","1976","7.03"
"ITA","","ALL","1977","6.86"
"ITA","","ALL","1978","6.04"
"ITA","","ALL","1979","5.46"
"ITA","","ALL","1980","5.55"
"ITA","","ALL","1981","5.14"
"ITA","","ALL","1982","4.59"
"ITA","","ALL","1983","4.75"
"ITA","","ALL","1984","4.52"
"ITA","","ALL","1985","4.3"
"ITA","","ALL","1986","4.1"
"ITA","","ALL","1987","3.54"
"ITA","","ALL","1988","3.3"
"ITA","","ALL","1989","3.12"
"ITA","","ALL","1990","3.11"
"ITA","","ALL","1991","2.89"
"ITA","","ALL","1992","2.74"
"ITA","","ALL","1993","2.6"
"ITA","","ALL","1994","2.38"
"ITA","","ALL","1995","1.96"
"ITA","","ALL","1996","1.94"
"ITA","","ALL","1997","2.15"
"ITA","","ALL","1998","1.84"
"ITA","","ALL","1999","1.63"
"ITA","","ALL","2000","1.69"
"ITA","","ALL","2001","1.35"
"ITA","","ALL","2002","1.42"
"ITA","","ALL","2003","1.74"
"ITA","","ALL","2004","1.41"
"ITA","","ALL","2005","1.54"
"ITA","","ALL","2006","1.24"
"ITA","","ALL","2007","1.32"
"ITA","","ALL","2008","1.32"
"ITA","","ALL","2009","1.37"
"ITA","","ALL","2010","1.25"
"ITA","","ALL","2011","1.24"
"ITA","","ALL","2012","1.21"
"ITA","","ALL","2013","1.23"
"ITA","","ALL","2014","1.16"
"ITA","","ALL","2015","1.17"
"ITA","","ALL","2016","1.26"
"ITA","","ALL","2017","1.28"
"ITA","","ALL","2018","1.25"
"ITA","","ALL","2019","1.31"
"ITA","","ALL","2020","1.25"
"KAZ","","ALL","1981","25.36"
"KAZ","","ALL","1982","26.1"
"KAZ","","ALL","1985","33.15"
"KAZ","","ALL","1986","35.53"
"KAZ","","ALL","1987","40.84"
"KAZ","","ALL","1988","47.29"
"KAZ","","ALL","1989","48.92"
"KAZ","","ALL","1990","50.1"
"KAZ","","ALL","1991","16.87"
"KAZ","","ALL","1992","16.93"
"KAZ","","ALL","1993","20.5"
"KAZ","","ALL","1994","23.13"
"KAZ","","ALL","1995","26.58"
"KAZ","","ALL","1996","27.09"
"KAZ","","ALL","1997","23.13"
"KAZ","","ALL","1998","21.43"
"KAZ","","ALL","1999","4.3"
"KAZ","","ALL","2000","19.18"
"KAZ","","ALL","2001","15.92"
"KAZ","","ALL","2002","17.59"
"KAZ","","ALL","2003","17.41"
"KAZ","","ALL","2013","17.92"
"KAZ","","ALL","2014","19.05"
"KAZ","","ALL","2015","19.9"
"KAZ","","ALL","2016","21.09"
"KAZ","","ALL","2017","18.88"
"KAZ","","ALL","2018","18.12"
"KAZ","","ALL","2019","17.06"
"KAZ","","ALL","2020","15.94"
"KAZ","","ALL","2021","19.11"
"KGZ","","ALL","1981","28.06"
"KGZ","","ALL","1982","34.55"
"KGZ","","ALL","1985","45.9"
"KGZ","","ALL","1986","36.75"
"KGZ","","ALL","1987","41.76"
"KGZ","","ALL","1988","64.34"
"KGZ","","ALL","1989","66.43"
"KGZ","","ALL","1990","54.93"
"KGZ","","ALL","1991","53.74"
"KGZ","","ALL","1992","70.27"
"KGZ","","ALL","1993","81.58"
"KGZ","","ALL","1994","97.55"
"KGZ","","ALL","1995","92.56"
"KGZ","","ALL","1996","87.46"
"KGZ","","ALL","1997","85.77"
"KGZ","","ALL","1998","75.77"
"KGZ","","ALL","1999","57.03"
"KGZ","","ALL","2000","28.84"
"KGZ","","ALL","2001","24.92"
"KGZ","","ALL","2002","28.43"
"KGZ","","ALL","2003","31.35"
"KGZ","","ALL","2004","27.89"
"KGZ","","ALL","2005","23.74"
"KGZ","","ALL","2006","23.7"
"KGZ","","ALL","2007","19.15"
"KGZ","","ALL","2008","17.51"
"KGZ","","ALL","2009","14.11"
"KGZ","","ALL","2010","14.19"
"KGZ","","ALL","2011","11.08"
"KGZ","","ALL","2012","10.44"
"KGZ","","ALL","2013","9.03"
"KGZ","","ALL","2014","9.13"
"KGZ","","ALL","2015","7"
"KGZ","","ALL","2016","7.56"
"LTU","","ALL","1981","36.37"
"LTU","","ALL","1982","38.52"
"LTU","","ALL","1985","55.28"
"LTU","","ALL","1986","45.9"
"LTU","","ALL","1987","41.78"
"LTU","","ALL","1988","42.13"
"LTU","","ALL","1989","38.66"
"LTU","","ALL","1990","39.92"
"LTU","","ALL","1991","36.68"
"LTU","","ALL","1992","31.52"
"LTU","","ALL","1993","10.52"
"LTU","","ALL","1994","10.6"
"LTU","","ALL","1995","10.68"
"LTU","","ALL","1996","7.97"
"LTU","","ALL","1997","7.6"
"LTU","","ALL","1998","6.63"
"LTU","","ALL","1999","6.12"
"LTU","","ALL","2000","5.65"
"LTU","","ALL","2001","5.84"
"LTU","","ALL","2002","5.98"
"LTU","","ALL","2003","6.14"
"LTU","","ALL","2004","6.47"
"LTU","","ALL","2005","6.32"
"LTU","","ALL","2006","6.91"
"LTU","","ALL","2007","7.01"
"LTU","","ALL","2008","5.22"
"LTU","","ALL","2009","4.63"
"LTU","","ALL","2010","4.54"
"LTU","","ALL","2011","3.96"
"LTU","","ALL","2012","4.03"
"LTU","","ALL","2013","3.82"
"LTU","","ALL","2014","3.18"
"LTU","","ALL","2015","3.52"
"LTU","","ALL","2016","2.89"
"LTU","","ALL","2017","2.76"
"LTU","","ALL","2018","2.5"
"LTU","","ALL","2019","2.58"
"LTU","","ALL","2020","2.61"
"LTU","","ALL","2021","1.65"
"LTU","","ALL","2022","1.98"
"LUX","","ALL","1971","9.37"
"LUX","","ALL","1972","9.82"
"LUX","","ALL","1973","8.6"
"LUX","","ALL","1974","7.65"
"LUX","","ALL","1975","8.19"
"LUX","","ALL","1976","3.47"
"LUX","","ALL","1977","6.03"
"LUX","","ALL","1978","6.53"
"LUX","","ALL","1979","3.81"
"LUX","","ALL","1980","4.48"
"LUX","","ALL","1981","5.4"
"LUX","","ALL","1982","2.92"
"LUX","","ALL","1983","4.61"
"LUX","","ALL","1984","8.92"
"LUX","","ALL","1985","6.41"
"LUX","","ALL","1986","4.65"
"LUX","","ALL","1987","4.64"
"LUX","","ALL","1988","7.13"
"LUX","","ALL","1989","2.82"
"LUX","","ALL","1990","4.2"
"LUX","","ALL","1991","5.67"
"LUX","","ALL","1992","3.81"
"LUX","","ALL","1993","4.03"
"LUX","","ALL","1994","2.53"
"LUX","","ALL","1995","5.74"
"LUX","","ALL","1996","2.9"
"LUX","","ALL","1997","3.37"
"LUX","","ALL","1998","3.3"
"LUX","","ALL","1999","6.89"
"LUX","","ALL","2000","5.16"
"LUX","","ALL","2001","3.86"
"LUX","","ALL","2002","6.09"
"LUX","","ALL","2003","4.17"
"LUX","","ALL","2004","4.5"
"LUX","","ALL","2005","4.88"
"LUX","","ALL","2006","5.37"
"LUX","","ALL","2007","4.88"
"LUX","","ALL","2008","2.59"
"LUX","","ALL","2009","5.23"
"LUX","","ALL","2010","1.74"
"LUX","","ALL","2011","3.92"
"LUX","","ALL","2012","2.24"
"LUX","","ALL","2013","2.21"
"LUX","","ALL","2014","3.85"
"LUX","","ALL","2015","2.25"
"LUX","","ALL","2016","2.9"
"LUX","","ALL","2017","2.27"
"LUX","","ALL","2018","2.22"
"LUX","","ALL","2019","3.8"
"LUX","","ALL","2020","2.71"
"LUX","","ALL","2021","3.9"
"LUX","","ALL","2022","2.3"
"LVA","","ALL","1980","11.21"
"LVA","","ALL","1981","13.63"
"LVA","","ALL","1982","13.29"
"LVA","","ALL","1983","15.39"
"LVA","","ALL","1984","17.84"
"LVA","","ALL","1985","19.57"
"LVA","","ALL","1986","14.78"
"LVA","","ALL","1987","18.32"
"LVA","","ALL","1988","18.05"
"LVA","","ALL","1989","19.93"
"LVA","","ALL","1990","22.68"
"LVA","","ALL","1991","19.37"
"LVA","","ALL","1992","16.3"
"LVA","","ALL","1993","16.35"
"LVA","","ALL","1994","19.27"
"LVA","","ALL","1995","17.3"
"LVA","","ALL","1996","3.97"
"LVA","","ALL","1997","4.46"
"LVA","","ALL","1998","4.73"
"LVA","","ALL","1999","4.41"
"LVA","","ALL","2000","3.67"
"LVA","","ALL","2001","3.48"
"LVA","","ALL","2002","2.9"
"LVA","","ALL","2003","3.75"
"LVA","","ALL","2004","2.82"
"LVA","","ALL","2005","4.28"
"LVA","","ALL","2006","4"
"LVA","","ALL","2007","4.34"
"LVA","","ALL","2008","3.84"
"LVA","","ALL","2009","3.65"
"LVA","","ALL","2010","2.83"
"LVA","","ALL","2011","3.83"
"LVA","","ALL","2012","3.7"
"LVA","","ALL","2013","3.06"
"LVA","","ALL","2014","3.13"
"LVA","","ALL","2015","2.61"
"LVA","","ALL","2016","3.71"
"LVA","","ALL","2017","3.41"
"LVA","","ALL","2018","3.15"
"LVA","","ALL","2019","2.71"
"LVA","","ALL","2020","2.18"
"LVA","","ALL","2021","3.33"
"MDA","","ALL","1981","20.1"
"MDA","","ALL","1982","24.2"
"MDA","","ALL","1985","52.53"
"MDA","","ALL","1986","32.03"
"MDA","","ALL","1987","29.65"
"MDA","","ALL","1988","42.75"
"MDA","","ALL","1989","49.24"
"MDA","","ALL","1990","49.04"
"MDA","","ALL","1991","18.62"
"MDA","","ALL","1992","16.13"
"MDA","","ALL","1993","15.45"
"MDA","","ALL","1994","18.75"
"MDA","","ALL","1995","18.62"
"MDA","","ALL","1996","16.3"
"MDA","","ALL","1997","16.03"
"MDA","","ALL","1998","14.57"
"MDA","","ALL","1999","15.94"
"MDA","","ALL","2000","15.31"
"MDA","","ALL","2001","12.96"
"MDA","","ALL","2002","13.25"
"MDA","","ALL","2003","13.36"
